commenterID,UserName,Date,Text
UCPReLsgZtv_5P3h3H_jFpsQ,@savosaren856,2024-02-11T08:36:03Z,"Pues si ya hay múltiples vídeos en Youtube diciendo que en marzo podría haber una crisis bancaria en USA, no la habrá. Ni más, ni menos."
UC96oLQ8y3mAgOTWKT_SyG1Q,@lucaseliseobustos8119,2024-02-11T01:02:45Z,Lo catastrófico y casi real q suceda es q las cuentas bancarias queden en 0 muy pronto. Compren comida nomas
UCJQkG4xuBj3660RXg8wThfA,@Smba1111,2024-02-10T20:36:04Z,"Si hacen esas cosas los Bancos Centrales y saben como tu que están mal y traerán problemas ¿porque las hacen?,"
UCm7f3an7UR8W859-Ii4gEiQ,@nonsensej4692,2024-02-10T20:04:32Z,Jajajaj Siempre los economistas predicen un desastre con el tío Sam pero ellos son los que imprimen los billetes y crean las reglas.  Así que ese país siempre se sale con la suya. 😊
UCFaSFu7_p4lUWGDY0Sd7gcQ,@luissluis2838,2024-02-10T18:06:44Z,ahy creditos de emergencias.
UCPZC25m4SA0A8VwL6yzjHCA,@adriananacleto2788,2024-02-10T18:00:09Z,"No sé preocupen que países como china nooooo van a revaluar su moneda frente al dólar porque 1. Están mal en lo económico , 2. no podrían exportar a precios más caros <br>Y así muchos países están igual"
UCtjS3wbzH9FfmEPXAw9Vuag,@marcosfernandez8847,2024-02-10T17:52:34Z,"Que no te enteras de nada... esto estaba planificado, estan arruinado a los bancos y a la gente por que es necesario para aplicar el reset"
UCrgMJvbiFGRuqRGM-Bej5cA,@angelnaranjo9341,2024-02-10T17:51:20Z,"La verdad es que la economía de GRINGOLANDIA esta realmente quebrada.<br>Únicamente se sostiene por la maquinita de hacer dinero.<br>No les importa, porque en este periodo les interesaba favorecer al poderoso completo industrial milit...."
UCORVvqWUw_ZJyMQx5ydoDKg,@patriciopenaherrera4930,2024-02-10T16:56:52Z,"Deuda a la japonesa, como el mejor instrumento de magia financiera."
UCGRIy84VNgsVoZO998ts2Jg,@Omar-lo1fl,2024-02-10T14:45:02Z,"error , no es necesario esperar hasta esa fecha , para ver la decadencia del dolar , PRUEBAS ?  el presidente de francia, ya aviso a los paises del mundo , sobre el deficit y la espantosa deuda de estados unidos POR HORA ......un pais amigo , un pais aliado , un pais OTAN , un pais de la alianza (  alianza , esta palabra siempre trae mala suerte ) , advierte sobre la devacle de estados unidos , TRADUCCION :  seria bueno DIVERSIFICAR  tus reservas internacionales  , no es bueno dejar todos los huevos en una canasta (  dolar )"
UCDDiS8qfq7X3c823i75qnXg,@mauromarturano8393,2024-02-10T11:53:01Z,"Antes que pase la crisi, harán explotar zaporizhzhia"
UC6g1cW7sOyCdhc2hL6vSx0Q,@wilmercab,2024-02-10T11:24:00Z,"Lamentablemente por lo que veo y con todo lo que usted ha explicado y con las circunstancias que han ido apareciendo, el gobierno de EU ha perdido el control de su economia y han implementado una serie de medidas para salvar la situación y de nada han servido, se ha complicado tanto la situación y las medidas para salvar todo pero parece que no saben donde estan parados y parece que estan entrando en un pánico oculto y tratan de disimular pero siento que hay una situación critica y quien sabe tal vez muy severa. Todo esta demasiado complicado y cuando algo es muy complicado es por que se trata de ocultar algo."
UCW7HCMWHmABlVRiHchinc5Q,@masterycgi,2024-02-09T20:43:17Z,"Creo que empezaré a evitar cualquier canal que tenga clickbait en sus miniaturas o en sus titulos, adios, don&#39;t recommend channel"
UCR7O20E_IIR_9QUeL_0xygg,@jesuscarre1855,2024-02-08T16:39:00Z,Muy  buena   explicacion
UCIX2nR0iez3_zBlDgSys8iw,@pazpazamora980,2024-02-08T16:23:57Z,que pasaría si trump gana las elecciones ??
UCd4l7HA1A7TYeubDfH6PPxg,@omarfeira3813,2024-02-08T13:45:22Z,JOER BIDEN = INCAPACIDAD Y CORRUPCIÓN
UCq_-lGHTlEnynrLupo38ggw,@DiegoAnaya14,2024-02-08T12:08:32Z,"A, la, próxima, trata, de, no, hablar, así, es, bastante, frustrante, y, poco, agradable, solo, es, un, consejo."
UC_f5NDfy2ioiTFHX_kmFdEg,@oscarmau,2024-02-08T08:28:14Z,👍
UCoVJSYNtxz6T-naOJeU0LPA,@humbertorufino8224,2024-02-08T07:14:28Z,El gobierno norteamericano No tiene 💰  dinero
UClpy_Qob-karpucZJxN8a-Q,@siulerdogan3479,2024-02-08T05:38:24Z,👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻
UC5coIs-cl7QmE89sn-w9V6Q,@Luckyvegan01,2024-02-08T03:51:18Z,Tranquilos the united states suele arreglar la economía por debajo de la mesa agarra a narcos y les quitan todo el dinero y meten a sus propios narcos y asi financiaran sus gerras t arreglaran su economia de momento hasta que vuelvan a imprimir
UCEXJmmh3DiDd_VPYA3gGKFg,@stauffenberg2812,2024-02-08T02:33:50Z,Como diría Oscar; a generar PIB
UCgc0bzqAFlSdCv29_U06_2g,@xaviertrader6824,2024-02-08T01:11:41Z,Muy buenos tus videos 👍🏻👍🏻👍🏻👍🏻
UCqgOmsPbYm5y7X0BkdLQSVw,@eb4cak,2024-02-08T00:36:49Z,Creo que este video tiene un fallo al no plantearse la mala intención de estos organismos económicos que están dominados por políticos.  Lo que hace sería como interpretar los movimientos de las mafias mejicanas desde una óptica buenista en la que estas solo miran por el interés de sus clientes.
UCeEYuARrTN4jk5TFANcVV4g,@rodolfojosecalmenperoza3915,2024-02-07T23:04:49Z,Los problemas económicos se dan porque quieren no porque tiene el dinero es una necesidad psicólogica
UCLPzaWwWcXT5x7zQc9k_NVw,@JoseMiguelCuevas-os1su,2024-02-07T20:38:52Z,"Los bancos regionales en EEUU ya estan teniendo problemas, New York Community Bancorp registro una perdida en el cuarto trimestre y a tenido que recortar sus dividendos y ahora se enfrenta a demandas de accionistas."
UCT84D-3lfn3y3BhkYq-X_Rg,@MrJesores,2024-02-07T20:03:11Z,Pues eso es lo que aprendes en la clase de Macroeconomía
UC0fzE_H5Eeo8f2B-7EDj3MQ,@adanvillanueva4319,2024-02-07T19:31:27Z,"Gracias, excelente información, bendiciones 🙏"
UCu8oIFlKp0XvDyFXempo9qQ,@carlosandresaraujogonzalez1704,2024-02-07T19:29:04Z,Excelente trabajo! Un nuevo suscriptor tiene tu canal.
UCQYWLLT1Pnb44MQxh9IhtGA,@eliasespinosa8301,2024-02-07T18:59:52Z,y porque no explican si es bueno las subida de interes o bajadas y demas terminos
UClrIvq7tdiIR_z4yxXl-IYA,@psicologogerardo_035,2024-02-07T18:40:45Z,"Van a bajar tipos en Pánico e inundarán el mercado de una liquidez jamás vista, tener efectivo en exceso ahora mismo es un peligro"
UCDSVu9316gI57Ac2OGSLtnw,@El_Girasol_Fachero,2024-02-07T18:15:48Z,Gracias por la info👌🏻saludos tío geekonomy
UCOxkjlfESfCYcpZDYYGhC4A,@octaviojaimejacobsalvan2482,2024-02-07T18:08:13Z,Llegue mas rapido ⏱️⏱️ que misil hipersonico 🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀 Ruso 🇷🇺🇷🇺🇷🇺
UCRAZCi5hRRjtvIgDhtYQbJA,@genal1148,2024-02-07T17:51:22Z,"Me encanta cómo explicas las cosas, pues simplificas y resumes todo de una excelente manera."
UCStO_eEggFxbUO-QFDJVtVA,@Warmaster2002,2024-02-07T17:38:04Z,"Hermano, este formato le queda joya a tu canal, se distingue. El anterior parecia una copia de Visual economic<br>Por cierto, buen video"
UClpQUiwre8Hds3xj4FNQ8JQ,@adolfodelgado3229,2024-02-07T17:35:01Z,Buen informe
UCtSNaSacmtK2hxhsWXLbLhQ,@JavierRodriguez-gy4ju,2024-02-07T17:21:06Z,👌👏 bendiciones tio 🙌🙏
UCzJeRjdi4VYE9QPlPIB6WvA,@reflexazul,2024-02-07T17:19:15Z,Un giro de 180 grados vuelve a lo mismo
UCwzq7oz0PUBQBQnDP3kZHyA,@emanuelbejarano3855,2024-02-07T16:08:37Z,Hay que producir muchachos
UCy_f330HQ0NWsKzxA-PBbsQ,@robertemanueldejesus7035,2024-02-07T16:07:54Z,"Ni modo, es mi cumpleaños"
UC1lH-rgtZKBpr50f56S_dgg,@cuentagooglearteaga8062,2024-02-13T01:22:28Z,"Bien roo, buen capitulo."
UCzX7zlr74BqCwZAO4nfHObQ,@oscaralfonso7070,2024-02-13T00:46:05Z,gracias tio ROD
UC0LhVHhFM-TjzNHcmItN4ug,@isabelborders9311,2024-02-12T07:47:09Z,"Excelente programa Rodrigo, que te pongan en todos los vídeos a participar, good job saludos desde CA y muchas Bendiciones! 👏👏👏🫶🫶🫶🙌🙌🙌"
UCpucG-X4LV6G-atb2CVasFw,@user-ci7bo4hy4b,2024-02-11T17:56:36Z,"El empleo en servicios está subiendo gracias a la Inmigración “Ilegal”, esos puestos que nadie quería ocupar los están ocupando todos los que cruzan por la frontera y les dan permisos de trabajo apenas llegan. Y les pagan sueldos de miseria. Tengo amigos gerentes de restaurantes en New York y me han comentado que ahora la mayoría de empleados son inmigrantes con asilo."
UCtRQYJBUOeAk1K5hcnZvL1w,@feliperealpe5508,2024-02-10T23:06:37Z,Viva rod 🎉
UC0fzE_H5Eeo8f2B-7EDj3MQ,@adanvillanueva4319,2024-02-10T19:09:10Z,"Gracias excelente información, bendiciones 🙏"
UCHgLLzKvl1AkIP_OmwRNlKQ,@AlbertoRamirez-bj4xr,2024-02-10T11:57:12Z,"En este ya se ve la cara de emputado de Roo, por sus mamadas del salo, se lee que ya no le gusta que no le da importancia"
UCF9i3PmnRCTpnGIJ-_ZkOEg,@camilopava5827,2024-02-10T11:50:02Z,"Grande Ro, gracias!"
UCXbft8xRveKENzPhU0xfZ8A,@elsenorpremium7289,2024-02-10T09:40:59Z,lo que me gusta de salgas solo es que se pierde menos tiempo con las bromas y ademas alejandro siempre quiere adoctrinar a favor de trump
UCQi17un5AEQaRF3LE2MsCuw,@ricardodejesuscardenasguil1230,2024-02-10T02:10:02Z,Pinche Ro esta bien precioso. Es el Cr7 de los empresarios
UCijueoFTUnGRU68BGhwHLoQ,@jacobruizgalvan,2024-02-09T23:20:03Z,😮
UC4nxuhncifrUVrppJgd-C_w,@kanshino1324,2024-02-09T23:02:15Z,Debería tener un millón de bitcoin si fuera shatosi Nakamoto
UChflc9daU7Uzmm1PhgxsmHA,@Npcboinaplateada2042,2024-02-09T21:49:16Z,El día 11 de marzo se acabó los rescates bancarios por parte de la fed y los cospiranoicos  dicen que empezarán a ofrecer las cdbc a los clientes de esos bancos como solución al problema 😮
UCXfOpe0XFveCETOs4s7sXKA,@hugofigueroa1292,2024-02-09T21:24:01Z,"Bro, you&#39;re a bit too monotone, tough to follow what you are saying.  Slow down a bit, take a breath while doing your monologue."
UCuMFUpgrJ2r9YCrKQBUBlgg,@Sebas-Resendiz-Tovar,2024-02-09T20:15:54Z,"Banda BTC ya supero los 46100, como si nada eso significa que minimo llego a los 49,000 y si pasa ese precio a los 60k"
UCenmhMkq4UXzQcIvY-0TWlQ,@alejandroordaz3250,2024-02-09T19:49:25Z,"Buenas tardes. Referente a todos esos despidos en Estados Unidos, son finiquitos para cada uno de los empleados? O como se maneja?"
UCc6_G3653FudDO5huBxDyvA,@rubenrios9551,2024-02-09T19:20:45Z,"<a href=""https://www.youtube.com/watch?v=C1O6dOCNPeY&amp;t=140"">2:20</a> 😪"
UCkc6Q9InZekPGlkfvMRK0uQ,@IndiraIndira-sn6zk,2024-02-09T19:19:40Z,👍🏻👍🏻
UCYlUqSMyFZv6Dhmpq8VBeag,@isabelwheatley6764,2024-02-09T18:48:11Z,Muy buena información Rod!
UCGFUnLeglmYICbZYsMwhMnA,@Boymelon,2024-02-09T18:39:22Z,No entiendo a la gente.. excelente Rod!!! Alguien escucho lo que dice?
UCX38Ry8mJUdMV4Xxpyf1LDw,@diegovegafernandez9615,2024-02-09T18:22:50Z,Rodri tienes canal propio??
UCU-L8GnWPU2e2TLhlxtx9Xg,@robertoovalle158,2024-02-09T18:15:20Z,"Inviertan en comida, porque no van aguantar el Hambre!!"
UC8yAJzH03E0XlTySAcbMPiQ,@jhonatanduran8427,2024-02-09T18:10:18Z,Heyyy viejo Roooo. ¿Cómo ves la compra de dólares en Latinoamérica? ¿Crees que el dólar llegue a ser más fuerte? En especial en Colombia jejeje 🇨🇴. Un saludo
UCO6pzj72UF7VoDMAXNNJ9uQ,@Corvinavacations,2024-02-09T17:59:56Z,Grande Ro tremenda actualización y aún sigo llorando por no comprar cuando ustedes dijeron que era el momento de entrar  Roblox 😢
UCFhlkapCSHM2umCkwI2q_BA,@edwentrujillo2106,2024-02-09T17:52:16Z,Muy bien bro 👌
UCQZs0CQFLLaW3GU3MytIGPw,@titobarraza1050,2024-02-09T17:51:33Z,Exelente como siempe Ro!
UCQoloeViGHChkfthmiVNlvw,@frandelpacheco1592,2024-02-09T17:50:58Z,jajjaja es demasiado inteligencia artificial !!!!!!!!!!!!! me gusto
UCCe-f9d1Otw_wNwpkDXM1Lg,@fernandorojas3368,2024-02-09T17:44:02Z,"Van a esperar a que quiebre los bancos pequeños y después los compran a precio de regalo, financiando la deuda a 10 años y el gobierno imprime dinero y solo respalda alos grandes y estos le ayudan a seguir maquillando números 😅😂😅"
UCu09ME_6fOqrvP6EKdhdUgA,@franciscojaviermedinapaz1385,2024-02-09T17:42:48Z,excelente
UCToTfOth_oss8XqGZZCEx8Q,@alfonsomercado6355,2024-02-09T17:13:19Z,Gran video como siempre
UC3vVVz0WivWZw1gNIzyrUAA,@luisenriquevicentevalenzue6159,2024-02-09T17:05:03Z,DISNEY  SEGURO QUE SOLO VA JA PASAR FUTBOL FEMENINO EN SU STREAMING... 😏😏😏 Según su Ideología... ( GO WOKE GO BROKE 😁)
UCXwr2_eiOfjlW4g2Kl_E03g,@dlozanos,2024-02-09T17:04:46Z,Wuhuuu esto cada ves se esta volviendo mucho mejor! Sin Salo o mejor dicho SIN GROSERIAS! puedo ver el programa tranquilo con mi hijos.🎉
UC5yULRrz4mCjWUyocDtrNrA,@miguelvadelllatorre4497,2024-02-09T17:00:38Z,"Gracias Ro por tus detallados informes.<br>Sobre Satoshi Nakamoto, su anonimato es uno de los mayores misterios, pero también uno de los mejores fundamentales de BTC. Quien quiera lucrarse con su tecnología, inmediatamente lo descarta como tal."
UC3vVVz0WivWZw1gNIzyrUAA,@luisenriquevicentevalenzue6159,2024-02-09T16:52:02Z,😒 Como Disney puede estar arriba en sus acciones.. cuando pierde brutalmente en todas las últimas películas?? 😒😒
UCw3j9jIZJ2UTuu7YeqxeTJw,@mataabuelitas3000-tz1gl,2024-02-09T16:48:34Z,Me huele raro lo de satoshi… 🤨
UCNslv9e6pt-VPe_I9TfJQFA,@mexicanboss5823,2024-02-09T16:37:00Z,Meme stocks al cielo!!
UCMox3oKzVsvl8acoon1_vZQ,@mardioserrt7596,2024-02-09T16:35:59Z,Muy buenas actualizaciones Ro!!
UCa3etxLlV6mv57Wu2XVmLPw,@youngrichie3787,2024-02-09T16:34:18Z,Grande Ro. Gracias por la actualización hermano
UCV0PsShng4EtdnDLmT3L9Fw,@josemeliton7159,2024-02-09T16:18:15Z,Grande Ro
UC5UXxljjUTOBDa2vLHjvtTg,@davidalejandro344,2024-02-09T16:16:48Z,El espiritu de crypto nacio para ser libre y se esta perdiendo ese espiritu
UCt-wbfwALIN04LEJ9zQa_fA,@enviosinterdimencionales8612,2024-02-09T16:09:57Z,"se mueve mucho la camara, no esta salo, duro poco... 3/10."
UCL5ymW1m7V8mmZPYWTHgcIA,@osojaguarcuevas8921,2024-02-09T16:01:21Z,La intelligences artificial solo dolor traera a la humanidad seguira dejando a Los humanos sin trabajo y mas hambre
UCq-ECC8sWMLKlTe80zVYXqA,@ricardomgjsyrbdks124,2024-02-09T15:52:36Z,Regresen a esa canción del final por favor :(
UC2Or1JERLIj-kaZl-yTBt4w,@Forerotruckingvlogs,2024-02-09T15:42:16Z,Me están gustando estos capítulos solo con rod.
UC1b8yLIKTREpnhh8H-Wwvyw,@jennys5218,2024-02-09T15:38:25Z,Buenísimo!
UCjZfgksd2a5ccoA6atXqkqg,@marcoventisca2649,2024-02-09T15:08:41Z,"Algo bien, gracias. 🙏🏻"
UCEgNSCm9fjrFaASdHxBgmCA,@FernFinance,2024-02-09T23:36:09Z,"❇Moomoo:<br>Reciba 15 acciones GRATIS + 5.1% APY + 3% APY si se abre una cuenta en MooMoo con este enlace:<br><a href=""https://j.moomoo.com/00fqVF"">https://j.moomoo.com/00fqVF</a>"
UCCI3TK7MoW7ty6AZWOkWkkQ,@rosammoreno2118,2024-02-11T22:35:48Z,Muy buena información
UCKfK1tKigVxl4f1noKXBerQ,@liusrivober3815,2024-02-11T21:28:17Z,El que es pobre no le afecta
UChU5wlsDUxSDzTToMCHzaCg,@yonierhechavarria9245,2024-02-11T18:27:59Z,Lleva callándose desde 2022 <br><br>🤷🏻🤷🏻🤷🏻
UCWf35topPVYSW3bE8g6UIdA,@erikaherrera9627,2024-02-11T15:13:24Z,Excelente. Gracias Jorge
UCJmpf24C9eZX0H5uWUDbZDA,@rubenfernandez8442,2024-02-11T04:15:26Z,Like like like
UCo9MGGmFTUQeIWjagtSA6oQ,@adrianaprado9985,2024-02-10T23:24:53Z,"Hola Jorge, Que pasta is se then eel mortgage con un banco Que se va en quiebra, gracias Jorge 😊"
UCzp_bG6ysWaqYp9KTtK33jA,@japdasneo,2024-02-10T21:48:13Z,La inflación es el enemigo de la rentabilidad...
UCVRVTqDTEY_qKSBbnR9Rgjw,@CristianHernandez-lm5ju,2024-02-10T20:51:41Z,La recepción va hacer la causa de un mercado bajista y un nuevo ciclo para el 2025
UCghZxfh3SExxaGJNka3cf7A,@arturosoto5199,2024-02-10T18:37:45Z,"Excelente video, gracias Jorge por compartir. Exitos y bendiciones."
UCH7a5HRQOS6WiGSS4JEtdVA,@noediaz8244,2024-02-10T15:52:06Z,Le pasó eso por no comprar btc 😂😂😂
UCFzD0mwFQYJ6QUY6KvhYRhQ,@ekousa,2024-02-10T15:42:27Z,"Gracias Jorge, siempre aportando conocimientos 👍"
UCfEaz4GImIdJ9KsfWHzwapg,@zenorinacapilla1247,2024-02-10T14:32:33Z,Hola lindo día <br>Se puede abrir con ITIN?
UCCthueMxEXT6RGRL5OoWtEw,@yojasten27,2024-02-10T12:34:11Z,El spy a 500 dólares lo nunca visto 🔥🔥🔥🔥
UCCthueMxEXT6RGRL5OoWtEw,@yojasten27,2024-02-10T12:32:29Z,Q caiga y se desbarate jjj mas de un 30 % q me perdí todo el rally del 23 y por lo menos entrarle en noviembre del 22 q estaban todas las tecnológicas a precio de cochino enfermo 😂.. pregunta 1-Jorgito q app usas para invertir en crypto 2- sigues usando robinhood? Pq después de lo de gane stop y además q me quitaran el botón de compra a precio de mercado he retirado lo q tenia ahí y me abrí una cuenta de inversión en chase bank Q me recomiendas (broker) vengo siguiéndote hace casi 4 anos ya tu canal fue el primero q empeze a seguir cuando me empeze a interesar en el tema de la bolsa. Felicitaciones y éxitos
UC1pXGzbH1kMmjk8VoObWQyw,@tonitoni2442,2024-02-10T09:31:51Z,"Buena explicación, como sueles, Jorge."
UC9JONYhEmxCKDwatpZNd-yQ,@petruccifan38,2024-02-10T06:14:46Z,Deja de estar asustando a la gente. Han estado diciendo esto desde hace mucho tiempo ya y la economía está más fuerte que nunca. Ya deja de usar estos tipos de video como Clickbait
