commenterID,UserName,Date,Text
UCz6YqhCTMzzm0UUp-Ofz4Jg,@saschapfersdorff2834,2023-10-27T06:42:06Z,"... ergo: Thilo Sarrazin hatte damals doch Recht, Deutschland hat sich längst angeschafft ❗🤘"
UCcKrubOu_iAIbefOe0CuGPQ,@regloxirholgerrix6432,2023-10-24T09:03:01Z,"🤣IN DEN USA GEHT DIE RECHTSPHILOSOPHIE DEBATTE UM, OB GEN-MANIPULIERTE DNA-HOMOBORGS NOCH MENSCHEN/HOMO SAPIENS sind 💥😜"
UClxQ8EAEYtIpAJVcliA3BZQ,@angelikabayer5615,2023-10-23T11:57:39Z,Vielen Dank!
UCjEhVgrQ7mFGRRAWqdSxfzQ,@jurtifabio668,2023-10-18T08:32:07Z,"Ziemlich erbärmlich, Fakten werden durch pure Polemik ersetzt."
UCVxKmLBvUDFLm_Z9TICiwKQ,@wolframk.3951,2023-10-12T13:36:29Z,Dummköpfe unter sich. Glückwunsch!
UCXf3XGwThCdThd4vSzSjd2Q,@marvin9767,2023-10-09T11:29:12Z,Es gibt ja bei erreichen der 21 Bitcoins einen riesen cryptocrash
UCTG7_FH55rJE5lx_GR_vefA,@jensloffler,2023-10-08T15:12:55Z,Wirklich beeindruckend!
UC9QWpNKSdh1xMnGOAN0Xjbw,@groupno.914,2023-10-07T20:29:40Z,"Schön wäre es gewesen wenn er nicht über Crypto geschrieben/gesprochen hätte sondern über Bitcoin. Das sind 2 ganz unterschiedliche Dinge. Alle anderen haben einen Chef und können folglich beeinflusst werden, Bitcoin nicht! Denn Bitcoin wird, je mehr es verstanden haben, alle anderen Absicherungen schlagen............."
UC_YHGx9e23Hdk6RL6vYESMw,@pkh2201,2023-10-05T19:55:57Z,Ein genialer Mann.  Dr krall sollte die Bundesrepublik leiten . Kontrollieren . Führen .
UC6BEvWnY9UefQDtpT1DmTBA,@user-ts9yi1el6o,2023-10-04T19:21:34Z,"Interessant,aber wo kommt das Geld her, abgebaut wird es ja nicht,die FED ist der grosse Bruder der EZB und desshalb schneller und Opfer des Bären,man kommt dein dem Thema nicht auf den Punkt"
UChuvbPKGLrZxXczm9_6cqag,@Farlodan,2023-10-03T08:22:36Z,Wir brauchen mehr Demokratie und mehr Rechtstaatlichkeit
UCLZlRum8WxRBJuExBMWsDhw,@guandao1,2023-10-02T17:28:05Z,"Wenn ich die Resonanz hier auf dieses Video hire sehe dann ist mir klar, Doofland hat fertig."
UCIbiUtxcx7oKb6ZQMbnKFHg,@neolagrosz4189,2023-10-02T11:56:54Z,"Nicht das System sitzt in der Falle, sondern die Menschen sitzen in der Falle, die ausgebeuteten verarschten, entrechteten, betrogenen Opfer und Wähler  dieses kriminellen Systems sitzen in der Falle."
UCFoS4-KmLBSD2gXHFcMbq9Q,@srom1801,2023-10-02T11:16:25Z,Weg mit den ZWANGSGEBÜHREN für den STAATSFUNK!
UCIbiUtxcx7oKb6ZQMbnKFHg,@neolagrosz4189,2023-10-01T20:42:01Z,"Korrektur lieber Markus Krall. Der Wohlstand Deutschlands im 19. Jahrhundert haben wir der jüdischen Familie  Rothschild zu verdanken, welche die gesamten Kriegsschulden Frankreichs aus dem verlorenen Krieg 1870 übernommen hat und mit diesen ungeheuren Summen den Aufschwung in Deutschland finanziert und ermöglicht hat. Frankreich hätte die Kriegsschulden und Reparationszahlungen nie begleichen können. Die Rothschilds aber schon. Klar musste Frankreich  den Juden gewisse Gegenleistungen bieten - gratis aus Barmherzigkeit machen Juden das nicht - aber Deutschland bekam sein Geld und wurde reich und mächtig."
UC2KLUq1dFcEeGDFV9YXGmKA,@hilalyildiz3009,2023-10-01T14:05:21Z,Nun das Europa ausgebeutet hat und damit auch dıesen Wohlstand möglich geamcht hat ...davon sagt er nichts.....
UC8OJUJPptq4s6QPdPdd7kTA,@theodorbeinhard1052,2023-10-01T11:05:15Z,Traurig solch eine Mischpoke zwischen berechtigter Kritik und populistischer Problemignoranz zu lesen...
UCFoS4-KmLBSD2gXHFcMbq9Q,@srom1801,2023-10-01T10:11:12Z,So viel Intelligenz und Verstand sucht man in der ReGIERung vergeblich!
UCBqH8VvzNASO2IHkaYBFwKA,@helmutschelle1676,2023-10-01T02:10:21Z,"So lange der Mensch Geld- und Raffgierig ist wird sich nichts ändern, da nützt auch das ganze Gelaber und Klatschen nichts !"
UCovI4qSOkpenICA3GIFbhKw,@manatarms2k,2023-09-30T18:56:34Z,Also drucken wir jetzt alle selber Geld im Keller dann kann sich ja jeder alles kaufen Geil ich mach eben noch die speerspitzen fertig dann stell ich die Produktion um 😂
UCm9DnVpmao2Nk2P9P4ZkjZA,@alter_Sack_im_Netz,2023-09-30T12:44:51Z,"<a href=""https://www.youtube.com/watch?v=PTrDCu8uB2c&amp;t=2316"">38:36</a> nein, minus 12,6% 😂"
UCbWOf2YaHVFHlGoRnxyJM0A,@ademdizayn976,2023-09-29T23:08:53Z,"Wie <a href=""http://www.youtube.com/results?search_query=%23hartaberfair"">#hartaberfair</a>"
UCKRqUgdbVe_VaN02I1NUSpQ,@heikokiesewetter7905,2023-09-29T22:15:14Z,Weitgehend billigste Veteinfachung. Auch Populismus genannt.
UCqxMF3MsX1QVPNnlfJQSGRw,@user-bn8br2ef5p,2023-09-29T20:33:11Z,"Heftig wie strange der Kollege ist. Deutschland ist also Nord Korea, weil ein Social Score wie in China implementiert werden soll. Im Internet ist wirklich alles möglich."
UCIP8udqgqivPjdkNPPuwspA,@xyz-xyz,2023-09-29T17:18:37Z,"Man sollte es verbieten, historische Zitate mit neuem Kontext zu versehen - erst recht dann, wenn man so daneben liegt wie hier."
UC2uFUTj_HA6Y1dUV0t6G5Qw,@droth132,2023-09-29T13:32:28Z,"Koalition Krall, Weidel, Wagenknecht 👍"
UCsKiEZxFgcylcmDnSSb8U5A,@rentenfuchs3025,2023-09-29T12:57:09Z,"Wenn der gute Herr Dr.Krall so weitermacht und es in diesem Lande so weitergeht wie bisher, dann wird sich bald nicht nur der Verfassungsschutz für ihn &quot;Interessieren&quot;. Für die Verbreitung vermeintlicher Fake-Information (Entscheidung darüber liegt natürlich beim weisungsgebundenen Staatsanwalt) gibt&#39;s dann sicher irgendwann existenzgefährdende Srafgelder und vielleicht ein staatlich gesponserter Aufenthalt in einem Waldaufforstungslager zum Nachdenken."
UCd3jYlGYivTXhmRsIXIk1tw,@andreasrochow5170,2023-09-29T12:02:31Z,"Gestern an der Käsetheke im Großmarkt XYZ: Ich wähle einen Bio-Schnittgäse aus und bitte darum, ihn in Scheiben zu schneiden. Bevor die Verkäuferin zum Käseschneiden schreitet, informiert sie mich dienstbeflissen, dass der Käse durch das Schneiden das Zertifikat &quot;Bio&quot; verliert; &quot;wir sind darüber mehrfach ernsthaft belehrt worden, den Kunden darüber aufzuklären.&quot; Ich möchte nicht wissen, wie viele Fachkräfte in wie vielen Ministerien mit der Durchsetzung dieses Gesetzes beschäftigt sind. Ich hege keinen Zweifel daran, dass das World Economic Forum und die EU-Kommission hinter diesem Irrsinn stecken. Die immer sehr freundliche Verkäuferin erschien mir erstmals etwas ängstlich und unsicher. Die Ampelregierung will das so: Der eingeschüchterte Bürger, der jeden Unsinn ohne Rückfragen oder Widerstand mitmacht!"
UCM2NvCr71wY02m2ce63m_lg,@NeroEmma,2023-09-29T09:54:35Z,"wenn Sie eine Partei gründen, meine Stimme haben Sie sicher."
UCkCnrU8g9KG-PpZKCknJouA,@FormWerkstoff,2023-09-29T09:21:37Z,"Es gibt nichts anderes auser Planwirtschaft oder ZIelwirtschaft.<br>Das gegenteil von Planwirtschaft ist eine Planlose Wirtschaft oder Ziellose Wirtschaft.<br>So benötigt es auch einen Kriegsplan um zu gewinnen.<br>Dazu gehören auch Nebenkriegsschauplätze.<br><br>Wer ein Baumstammhaus bauen will benötigt einen Plan, Ziel wie dieses aussehen soll.<br>Dazu kommt der Erdteil von dem ihm keiner vertreiben kann und ein Fluss mit Wasserrad für die Sägearbeit.<br><br>Das wichtigste ist Waffen oder Wirkstoffe um sich gegen andere Tiere zu verteidigen oder halb diese in Geschichten gefangen halten.<br><br>10 Baumstamhäuser mit Natursteinöfen ist schon ein kleines Dorf.<br>Wo stand das erste Haus in eurer Stadt oder Dorf?<br><br>Einen Sprung in die Technik von heute viele Herstellungshallen schaffen Elektromeschaniken und so benötigt man weniger Menschen für bestimmte Bedürfnisse.<br>Die 10 Baumstammhäuser am See mit Fluss haben heute nur Menschen mit Grundstücken, Erdteil  und guten Beziehungen die werden  von der selben nackten Menschen denen man Kleidung, Essen , Medizin, Waffen, usw. gegeben hat veteidigt.<br><br>Also zum Schluss zählen die Bindungen, Familien , wenn alle das gleiche Kong Fu können geht es um die Grundstücke, Erdteile . <br><br>Wirkliches Vertrauen baut man nur langsam auf aber die Technik kann man zusammen mit seiner Gruppe nachbauen um dieses Kong Fu geben andere Gruppen, Familien zu verwenden.<br><br>Braucht noch jemand Hschich Mariuana oder Essen?<br>Bestimmte Menschen, Gruppen in Geschichten gefangen halten ist auch ein gutes Kong Fu."
UCwWGLB-b8Sarc3vT6SPnCKw,@berlinismylove718,2023-09-29T01:51:31Z,Ich glaube diesem Krall... Warum weiß ich leider nicht.
UCI74YUSfY0AbyiAUsdWpmyw,@Emoldi,2023-09-28T15:07:57Z,"Ich bin immer wieder fasziniert von Dr. Markus Krall, aber eben nicht in allem. Wenn ich mal kurz an Georg Büchners &quot;Friede den Hütten, Krieg den Palästen&quot; erinnern darf, dann wisst Ihr vielleicht, was ich meine. Trotz allem folge ich Krall in vielen seiner Aussagen. Mir schwebt ein kapitalistischer Sozialismus vor, in dem der Staat weitgehend seine Finger aus der Wirtschaft hält, aber dieser ein Stoppzeichen setzt, wenn sie supergroß werden will und für wenige Superreichtum erzeugt. Superreiche braucht kein Schwein, aber die beherrschen gerade die Welt."
UCI74YUSfY0AbyiAUsdWpmyw,@Emoldi,2023-09-28T14:19:57Z,"Gegen Geld als Tauschmittel kann ja auch niemand etwas haben. Aber mehr und mehr wurde Geld ein eigener Wert zugemessen und es schließlich auf den Markt der Feilheit geschickt, sich aus sich selber heraus zu vermehren. Das eben geht nicht."
UCQ0zqLlowpffabOdaj1XefQ,@michael-thomasschuster9222,2023-09-28T07:45:07Z,Das sage ich seid einem Jahrzehnt! Art 146 GG🎉
UCiJ4DApnfqJW4g8VLnVWxAQ,@titahochtief9872,2023-09-27T16:44:50Z,"Hallo Herr Grell, Ihr Vortrag ist wirklich nicht schlecht, jedoch lässt er mich was vermissen. Sie stellen es so dar, als würden diese Vorgänge eher nur zufällig schief laufen, dabei ist es ein Umstand dass diese &quot;Fehlentwicklungen&quot; genau gewollt sind und selbst dieses Wissen um diese &quot;Fehlentwicklungen&quot; nicht um wirkliche Heilung bemüht war, sondern nur kleine Resets in Form von Kriegen oder Währungsumstellungen machte. Zinssysteme sind schon durch sich selbst zum Tode verurteilt, egal wie man sie aufstellt. So gibt es auch einen Einfachen Begriff für all das was sie hier so schön beschreiben, das nennt sich &quot;Deindustrialisierung&quot; und stand schon lange auf der Agenda bestimmter Kräfte. Zudem darf man gerade in Deutschland nicht den Unterschied zwischen Deutschland und Bundesrepublik Deutschland ignorieren oder vergessen. Eine Okkupation ist immer ein moralisches Unrecht. Mal dauert es länger, mal dauert es länger bis die Menschen das erkennen. Somit muss man die Menschen also ständig in künstlicher Bewegung halten, egal mit welchen Mitteln. All das was sie hier aufzeigen gehört eindeutig dazu. Man will die Deutschen als Sklaven und Deutschland als Kolonie einfach nicht frei werden lassen. Und was das Geistesgefängnis ROMs und deren Hintermänner weltweit angeht ist ein Problem, was die gesamte Menschheit angeht. Dennoch guter Vortrag. LG Achso, bevor ich es vergas, Sie hantieren mit bestimmten Rechtsvorschriften, hierzu wäre ein Blick in Art. 123 Abs.1 GG und Art. 25 i.V.m. Art. 43 HLKO und Art. 5 EGBGB unerlässlich, vielleicht fällt ihnen hierzu etwas auf?!"
UCETLM-442hl_yxmXxy2E9KA,@jeromegaul8526,2023-09-27T12:00:33Z,"Wenn dir ein hoch konservativer Neoliberaler sagt deine Freiheit steht auf dem Spiel, dann steht nur eine Freiheit auf dem Spiel und zwar seine!! Wenn sich in der Vergangenheit die Neoliberalen in die Politik eingemischt haben dann war das Nie zum Wohle des Volkes sondern immer nur zum Wohle ein paar weniger. Seine „Entfesselung der Märkte“ in seinem Sinne bedeutet Kinder mit Zigaretten und Alkohol. Wenn der Staat nur noch geringfügig reguliert haben wir Zustände wie vor 120 Jahren."
UCKT7jYHTJUAlcTRXo4Aey_Q,@hanslgurtner3082,2023-09-26T19:54:12Z,"Minute 42 43. Die Treibstoffpreise sind ja unverschämt. Die greifen jeden so tief in die Tasche wie es ihnen gerade einfällt. Das ist ja geisteskrank. Der diese Preise zahlt, ist ebenso geisteskrank."
UC3LEgLgUmq9Ud6WbyvlPrvg,@Izzy_46,2023-09-26T17:25:51Z,sie werden bald markus krall entweder tod im auto finden und sagen er hatte ein unfall oder sie sagen er hatte ein herzinfakt !!! wie sie es mit allen kritikern machen
UCFc2AWKfA6SQKUKFSe-sX5g,@dreamingflurry2729,2023-09-26T15:47:08Z,"Ich stimme ihnen in vielem (leider?) nicht zu, aber bei der Sache mit der Bewaffnung des Volkes? Ja! Warum? A) Weil Tyrannen das nicht wollen, das der Bürger sich wehren kann! (Überlegt mal was passiert wäre, wenn die Juden im Dritten Reich alle zumindest eine Schrotflinte zuhause gehabt hätten oder einen Revolver!) B) Weil es die Gesellschaft freundlicher machen würde (wenn du damit rechnen musst, das dein Gegenüber dich weg pustet, weil du seine Mutter, seine Kinder, seinen Sportverein etc. beleidigt hast, dann wirst du das lassen! Brutal? Ja, aber auch wirksam - deshalb beleidigte sich u.a. der Adel selten direkt, weil die wussten das es dann zum Feld der Ehre (d.h. ein Duell!) geht und einer von beiden nicht zurück kommt!) C) Weil es aufdringliche andere Länder fern hält (ein Yamamoto, seines Zeichens Großadmiral der japanischen Flotte in WK2 wollte die USA nie erobern, weil er wusste das &quot;hinter jedem Baum und Busch ein bewaffneter Amerikaner&quot; sitzen wird!) und final: D) Weil es dann kaum noch Amokläufe geben wird, weil jeder von diesen Spinnern (oder auch Terroristen!) damit rechenn muss das er 1-2 Schuss abgibt und danach komplett durchlöchert wird von den anderen anwesenden Erwachsenen!"
UCFc2AWKfA6SQKUKFSe-sX5g,@dreamingflurry2729,2023-09-26T14:57:26Z,"Oh...geht es den Ausbeutern mal (ein klein wenig) Nass rein? Sorry, aber mit Unternehmern die über die letzten 30 Jahre immer höhere Gewinn-Steigerungen hatten als die Arbeitnehmer Steigerungen bei Löhnen und Gehältern hatten, mit solchen Unternehmern habe ich NULL MITLEID! Gierige Ausbeuter-Raffzähne! Brauchen wir nicht, wir brauchen wieder Unternehmer vom Schlag eines Herrn Bosch - &quot;Ich zahle nicht gute Löhne weil ich reich bin, ich bin reich weil ich gute Löhne zahle!&quot; oder auch eines Jackob Fugger (der mit der Fuggerei die erst Sozialsiedlung Deutschlands baute, die es übrigens immer noch gibt und die seit bestehen nie die Mieten erhöht hat!)"
UCzgXeTzqqKArGR32tC3dzuA,@Mr.dB.Verlagshaus,2023-09-26T13:04:07Z,"Seit dem Tag, an dem die allererste Gedanke in meinem Kopf geboren wurde, begann die Reise. Die Welt im inneren war immer aufrichtig und gut zu mir, denn, das einzige was nicht dazugehörte war die Welt da draußen. Damals wie heute, Menschen die sich selbst nicht als individuelles  Lebewesen betrachten, leben in einer anderen Dimension, kreiert von denen die niemals selbständig gedacht haben."
UC-PNlrjB8SG2c-dhPUPj2iA,@ulrichraisch3437,2023-09-25T19:56:36Z,"Nett gebrüllt, aber dabei auch etwas zu vergesslich oder gar ungebildet :<br>denn woher die Bildung kommen soll, aus der Dr. Krall schöpft,<br>und woher Infrastruktur kommen soll, die Dr. Krall nutzt,<br>und wie Gemeinden funktionieren und finanziert werden sollen :<br>davon war hier KEIN EINZIGES WORT zu hören von Dr. Krall.<br>Und dann noch der übliche Knaller-Kracher :<br>&quot; mehr Schweiz, mehr Direktdemokratie &quot; ?<br>Schon vergessen, welche Politik die Schweiz in der Corona-Krise tatsächlich machte :<br>faktisch Außerkraftsetzung von Grundrechtsschutz und Minderheitenschutz sowie<br>prinzipiell Ignoranz vor Antagonismus von Demokratie-Prinzip und Rechtsstaats-Prinzip<br>( wer entscheidet zuletzt : welches &quot; demos &quot; konkret oder welches Gericht konkret ) ?<br>Und nicht zuletzt :<br>Cui Bono : wessen Profit-Interessen vertritt oder dient Dr. Krall wirklich ?<br>Kritisches Nach- und Weiter-Denken also dringendst geboten."
UCXsVt4n1yMS5hG47S4yYH1A,@thomasberndgraebert9552,2023-09-25T18:02:58Z,SEHR GUT !!!!
UCXsVt4n1yMS5hG47S4yYH1A,@thomasberndgraebert9552,2023-09-25T17:00:39Z,MAN KAN NICHTS MACHEN !? EINE DIKDATUR DER DEMOKRATIE !
UCcTVDEDN_9qltpk-64O-KEQ,@utaelisabethschneiderweinb2459,2023-09-25T14:53:32Z,Mit den Worten der aktuellen Politiker kann man nur noch sagen: Deutschland du armes Stück Sch.........<br>Wer wird am Ende Deutschland aus dem Morast ziehen?????
UCOlFTfxMIDLW0BYTDcKaM0w,@Orchidee2657,2023-09-25T13:31:38Z,So toll😊dass ich Sie jetzt einmal als Redner erleben darf! Gespickt mit Humor machen Sie das lebendig und hoch interessant😂
UCOlFTfxMIDLW0BYTDcKaM0w,@Orchidee2657,2023-09-25T13:29:11Z,😂Danke🙏für diesen tollen  Vortrag❤❤❤❤❤
UCFc1lP0_Whz_ISRyCedLiTA,@w.s.597,2023-09-25T13:22:27Z,👍👍👍
UCmko904DNPkiMM0czPLlPDw,@Caballingus,2023-09-25T11:05:31Z,Klopapieraktien gehören unbedingt mit ins Portfolio  - denn ausser dem anuslosen nordkoreanischen Herrscherhaus braucht das die gesamte Menschheit.
UC7wGGZ3JcuoaG9MtDnCk3fw,@sabinesu8820,2023-09-25T06:36:55Z,"Sie haben Recht in allen Belangen. Ich kann nur für unser Bildungssystem sprechen, indem ich 42 Jahre gearbeitet habe. Ich habe schon früh gemerkt, dass dieses System den Bach runter geht. Grundlagen wurden nur noch rudimentär vermittelt, die Schwachen gefördert, die Intelligenten nicht. Die langweilten sich und wurden zu Störern, nicht alle, aber viele. Schulabbrecher ohne Abschluss gab es Jahr für Jahr mehr. Nach Corona hatten viele null Bock auf <br>Schule. Kunst ind Musik wurden wegrationalisiert, unwichtig.<br>Und Seiteneinsteiger sollen dieses System jetzt retten, da man jahrzehntelang die Lehrerausbildung vernachlässigt hat. Seit einem Jahr bin ich dem entflohen, alles richtig gemacht!<br>Da ich mit Leib und Seele Lehrer war, ist mir das sehr schwer gefallen."
UC-PGzGY0vEYq5Hse7og4_QQ,@annescholz4482,2023-09-25T06:21:05Z,"Hervorragender , mutiger und superintelligenter Vortrag  bzw . beste Aufklärungsarbeit !!! Danke , Herr Doktor Krall  !"
UCCqITuQZV4RJzjvdXR7TZyA,@laszlonemet4425,2023-09-24T21:42:22Z,Woooo ssammma?
UCT72YjCyT4gHYaInohvfOOA,@cataMailman,2023-09-24T18:36:53Z,"es ist immer wieder zum verzweifeln zu sehen, wie Menschen so vehement an der Wahnvorstellung festhalten, dass die Menschheit auf Grundlage von Marktwirtschaft/Kapitalismus überleben könnte. Und damit meine ich nicht einmal irgendwas mit Klimawandel... Wer sich fragt, was ich damit meine sollte sich mal Interviews mit Daniel Schmachtenberger ansehen."
UCUrO7bmXyd2rjPL4AUZlHDA,@peterbuchner3930,2023-09-24T16:16:31Z,Der Mist hat schon ca. 2003 angefangen und jetzt wird es immer schneller bei der jetzigen Regierung ist da nichts mehr auf zuhalten
UCV-GSna8G5XK2Xqz4fyUAsA,@angi5870,2023-09-24T15:39:21Z,"Ich bewundere diesen Mann, die ganzen Vorschläge wie die Demokratie und die Politik besser laufen könnte sind leider Wunschträume und werden niemals eintreten, die sg. Eliten werden es zu verhindern wissen."
