,Unnamed: 0,TweetId,UserId,UserUsername,Date,Location,Tweet,Media,Likes,Retweets,Comments,Polarity,Sentiment
10,10,1739614923020247111,1019973910429872128,finanzwende,2023-12-26 11:51:32+00:00,"Berlin, Deutschland",belohn trotz verlust probl chefetag deutsch gekleckert geklotzt weit verbreitet mehr bank neu finanzschell,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1739614112563281920/pu/img/d-wxAVXYtmPQFZ8p.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1739614112563281920/pu/vid/avc1/640x360/tQNGEAqFj4dKoKt7.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1739614112563281920/pu/vid/avc1/1280x720/lmnJmG5t5c2ka0jn.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1739614112563281920/pu/vid/avc1/480x270/A16C7Y0Ikm4Foyg2.mp4?tag=12')], duration=35410, views=None)], animated=[])",78,32,1,0.0,Neutral
11,11,1739514045558861917,780737569139007488,PerZukunft,2023-12-26 05:10:41+00:00,"Berlin, Germany",bankkaufleut mitt,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
12,12,1739277380709974226,235187206,davidmoerike,2023-12-25 13:30:16+00:00,Germany,bestimmt beding gegenub person irgendetwas lauft selbstverstand off red zwei drei woch geduld eventuell anwalt einschalt,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
13,13,1739224551425216946,36336253,ApothekeAdhoc,2023-12-25 10:00:20+00:00,Berlin,trotz viel seit deutsch apothek arztebank zufried verlangert vertrag,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
14,14,1739217348375044528,1356630128558809094,Techaktien1,2023-12-25 09:31:43+00:00,Potsdam & Berlin,beliebt bank deutsch,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GCLw9iPWkAAQZFC.jpg')], videos=[], animated=[])",154,11,167,0.7,Positive
15,15,1739151667159765235,780737569139007488,PerZukunft,2023-12-25 05:10:43+00:00,"Berlin, Germany",bankkaufmann vertrieb,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
16,16,1738865373305581934,51389154,wayneswiss,2023-12-24 10:13:06+00:00,"Bern, Schweiz",schon weihnacht,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GCGw16tbcAAnWaE.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
17,17,1738789259773911413,780737569139007488,PerZukunft,2023-12-24 05:10:39+00:00,"Berlin, Germany",sekretar wilmersdorf gesucht,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
18,18,1738416455530467499,213018335,pizzaital,2023-12-23 04:29:15+00:00,Mars 🌠 pizzaital.bsky.social ,aussenminist sergej beschimpft deutsch behord kleptoman beschimpft behord kommission frag weshalb sitzt,"Media(photos=[], videos=[], animated=[])",1,1,1,0.0,Neutral
19,19,1738343746012381277,1369234411,usaso77,2023-12-22 23:40:20+00:00,Planet Earth (12 monkeys),gilt krieg ukrain gibt seit leut bleib durf leut geh muss staatengemeinschaft menschenrecht verabred person einfluss mehr person,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
20,20,1738207452372390101,1523204560382218240,der_waelder,2023-12-22 14:38:45+00:00,,hauptsach kirchensteu fliesst kass,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
21,21,1738107107432415554,727894999,VRBankMKB,2023-12-22 08:00:01+00:00,Büdingen,unterstutzt projekt evangel kirchengemeind schott liebfrauenkirchenorgel braucht jahr frischekur konnt projekt support,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GB4le6HW8AEPzMH.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
22,22,1738071972909633549,780737569139007488,PerZukunft,2023-12-22 05:40:24+00:00,"Berlin, Germany",kaufmann bankwes kreditinstitut gesucht,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
23,23,1737946045693452387,1700877654507794432,unizocky,2023-12-21 21:20:01+00:00,Germany/Deutschland,schicksalsjahr bomb tickt,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
24,24,1737886910251450845,1204358306728423424,czech_tourist,2023-12-21 17:25:02+00:00,Berlin,kostenlos geldabheb tschechi ubersicht deutsch bank tschechi,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GB4271vXMAAmbgT.jpg')], videos=[], animated=[])",0,0,0,0.7,Positive
25,25,1737873059594584297,727894999,VRBankMKB,2023-12-21 16:30:00+00:00,Büdingen,hoch jubilar herzlich gluckwunsch dank einsatz leidenschaft einzeln dienstzeit wurd gebuhr gefeiert viel erinner gut laun,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GB391eGX0AA59D8.jpg')], videos=[], animated=[])",1,0,0,0.6799999999999999,Positive
26,26,1737865153268375706,1562084403139985409,Den2Denver,2023-12-21 15:58:35+00:00,₿ | ⚡️,echt verruckt kurz konto schliess lass spiel komm viel unterlag kauf wohnung vorbring crazy peopl,"Media(photos=[], videos=[], animated=[])",1,1,0,0.5,Positive
30,30,1737733609979809920,1369234411,usaso77,2023-12-21 07:15:52+00:00,Planet Earth (12 monkeys),verklag schwein initiativ mundart sachsisch,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
31,31,1737527926768177259,25689087,MoneyInsider_,2023-12-20 17:38:34+00:00,Berlin,archiv girokonto vergleich find konto passt,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
32,32,1737503815736197572,106055248,rlpsingt,2023-12-20 16:02:45+00:00,"Rheinland-Pfalz, Deutschland",starkt betroff beeindruck,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
33,33,1737495572234510816,727894999,VRBankMKB,2023-12-20 15:30:00+00:00,Büdingen,lastminut weihnachtswunsch mitarbeit alex sucht verstark team mitarbeit itinfrastruktur itservicetechn bewirb direkt,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GBycpMBXEAA7K7k.jpg')], videos=[], animated=[])",1,0,0,0.7,Positive
34,34,1737485255643173114,3751794915,ITTagesschau,2023-12-20 14:49:00+00:00,"Kassel, Hessen",postbank kundenbeschwerd abgearbeitet,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
35,35,1737464644212797571,1030245290,keypousttchi,2023-12-20 13:27:06+00:00,"Naumburg (Saale), Deutschland",trickkist bank kostenstruktur klassisch dienstleist anbiet best fall niveau kostengunst onlinekonkurrenz fehl kund dumm genug mitzumach,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GBy24iIaYAAkawb.jpg')], videos=[], animated=[])",5,1,1,0.7,Positive
36,36,1736640522117083249,5776022,handelsblatt,2023-12-18 06:52:20+00:00,Düsseldorf,institut geschaft unternehm stark digitalisi viel kleinstfirm verzicht bereit betreu konzept schul,"Media(photos=[], videos=[], animated=[])",1,1,0,0.35,Positive
37,37,1737419443368595594,459267482,wochenblattnews,2023-12-20 10:27:29+00:00,Aulendorf,geld falsch bankmitarbeit bucht euro,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GByNxqUXQAAdwBZ.jpg')], videos=[], animated=[])",0,0,0,-1.0,Negative
38,38,1737401462920245584,51389154,wayneswiss,2023-12-20 09:16:02+00:00,"Bern, Schweiz",goldach rathaus,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
39,39,1737178485053919721,727894999,VRBankMKB,2023-12-19 18:30:00+00:00,Büdingen,ausgab geschenk steig weltweit unaufhaltsam deutschland land investi mensch mehr lieb besond freud bereit gebt jahr weihnachtsgeschenk,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GBtF_9OW0AAEjL1.jpg')], videos=[], animated=[])",0,0,0,1.0,Positive
40,40,1737164645239042112,842295469309104128,Personalwesen,2023-12-19 17:35:01+00:00,"Köln, Deutschland",sparkass kannt schon seit jahr kommt instant macht markt eilig gern servic zusatz bezahl,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
41,41,1737133569720332530,19237729,wotwitt,2023-12-19 15:31:32+00:00,"Deutschland, Germany",aktivist investor nimmt visi uberzeugt erheb wertpotenzial schweiz grossbank,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
42,42,1737080970568753461,1269476828315557888,PintaricRobert,2023-12-19 12:02:31+00:00,"Berlin, Germany",schwarmintelligenz ruft ungewohn spekulieredesweg evtl konto sperrn wolln kennt unterschied spekuli investi bank muss dsach nachgeh weg geldwasch wisst geldwasch,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GBtZ7qdXMAAHoNe.jpg')], videos=[], animated=[])",59,3,37,0.0,Neutral
43,43,1737017730597806479,1272550744625950720,NachrichtenES,2023-12-19 07:51:13+00:00,Spanien,spani regier bank verbiet person jahr abheb bargeld erheb,"Media(photos=[], videos=[], animated=[])",17,4,0,0.0,Neutral
44,44,1736872037992243435,75128540,DominikSNews,2023-12-18 22:12:18+00:00,"Hamburg, Germany",geld bank geld,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/amplify_video_thumb/1736871974222082049/img/GVgjdMY0Ppy0DW2N.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/amplify_video/1736871974222082049/vid/avc1/320x366/n4oKJmHc56-7m5S5.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/amplify_video/1736871974222082049/vid/avc1/720x824/ny_QmDZwdwybb8ZQ.mp4?tag=14'), MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/amplify_video/1736871974222082049/vid/avc1/480x550/fTOr9hZ9OlnswxPu.mp4?tag=14')], duration=13628, views=None)], animated=[])",19,3,2,0.0,Neutral
45,45,1736822140186312930,724298028903968768,RemoKaeser,2023-12-18 18:54:01+00:00,Switzerland,konto ganz einfach neu eroffn,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1736822073396224000/pu/img/6mV3Yv3eycbSOUHw.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=950000, url='https://video.twimg.com/ext_tw_video/1736822073396224000/pu/vid/avc1/480x852/stYWR26UtaBk7Umc.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=632000, url='https://video.twimg.com/ext_tw_video/1736822073396224000/pu/vid/avc1/320x568/H1yT7huM_fsHKtG2.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1736822073396224000/pu/vid/avc1/720x1280/a2jegpIbm-JSdqX6.mp4?tag=12')], duration=54679, views=None)], animated=[])",0,0,0,0.7,Positive
46,46,1736677107789422747,727894999,VRBankMKB,2023-12-18 09:17:43+00:00,Büdingen,plant fest wollt unvergess highlight genau richtig sofort konnt kostenlos ausleih veranstalt sprung helf,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GBnqgY_WQAARkeu.jpg')], videos=[], animated=[])",0,0,0,0.3333333333333333,Positive
47,47,1736446186788393451,372781022,baerntoday,2023-12-17 18:00:07+00:00,Bern,aktuell spiel jahr tasch dennoch verbringt zeit,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
48,48,1736379971294412985,857864010,CW_Deutschland,2023-12-17 13:37:00+00:00,,nach bank macht schluss,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
50,50,1736151650388099554,1653347853316550656,ProWoKanter,2023-12-16 22:29:44+00:00,,jemand eingeht verantwort mensch babysitt benot vernunft aufgeklart verantwort zieh,"Media(photos=[], videos=[], animated=[])",0,0,0,-1.0,Negative
51,51,1735939080255336666,1150125067147403264,diamantencop77,2023-12-16 08:25:03+00:00,"Bad Nauheim, Deutschland",erst uberweis automat gemacht zukunft angekomm,"Media(photos=[], videos=[], animated=[])",15,0,2,0.0,Neutral
53,53,1735746175977001246,1627531524361822209,tuneitfine,2023-12-15 19:38:31+00:00,,bekomm geschenkt beantrag nutz kreditkart erhalt direkt auszahl kann kost sonstig hak,"Media(photos=[], videos=[], animated=[])",0,0,0,0.7,Positive
54,54,1735691579430470133,2872180955,Serviscope,2023-12-15 16:01:34+00:00,"Karlsruhe, Baden-Württemberg",kenn schon berucksicht verschied variabl errechnet kosteneffizient method pfandung bearbeit nutz,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
55,55,1735668627800506570,26986701,aktiennews_com,2023-12-15 14:30:22+00:00,"Frankfurt, Hesse",aktivist investor enthullt pfandbriefbankris signaverbind lup,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/GBZVamlXsAAiMXK.jpg')], videos=[], animated=[])",1,0,1,0.0,Neutral
56,56,1735346529286717569,86018191,nachrichten_at,2023-12-14 17:10:28+00:00,Linz,regier streit ukrain seit spring,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
57,57,1735321015138328660,86018191,nachrichten_at,2023-12-14 15:29:05+00:00,Linz,weit detail bankomatspreng schlagl polizei konnt nacht donnerstag tschechi sudlich bereich moldaustause jahrig festnehm,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
59,59,1682038673595056135,1299739042343538688,85Ulm,2023-07-20 14:44:05+00:00,Swiss - formerly Ulm Germany,steh zeich vorbei,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
60,60,1663433071234891776,4200022337,beaostermann,2023-05-30 06:32:03+00:00,,bank kontrolliert klar konnt natur vorausseh,"Media(photos=[], videos=[], animated=[])",2,0,2,1.0,Positive
61,61,1657873931297083395,1654839932198715393,InvestGroupSCIE,2023-05-14 22:22:01+00:00,"Zürich, Schweiz",gold parachut korn,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FwHzje-WwAAwcnq.jpg')], videos=[], animated=[])",0,0,1,0.0,Neutral
62,62,1653706614916956160,1207345382021308417,Anja_DiBaviera,2023-05-03 10:22:36+00:00, Freistaat Bayern,kris first republic stellt zweitgrosst zeit,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
63,63,1650958555552284673,1634222492007931906,CHrissyHeipl,2023-04-25 20:22:47+00:00,"mal hier Швейцария, mal da",nach fallt recht,"Media(photos=[], videos=[], animated=[])",0,0,1,0.0,Neutral
64,64,1641120401597120515,47417591,Wene1978,2023-03-29 16:49:28+00:00,Herbolzheim Southern Comfort,gam over insert coin pressemitteil team goin neu mural genev findet blog,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
65,65,1640693508976640005,1392725810713354242,sofaseglerin,2023-03-28 12:33:09+00:00,Deutschland ,comm dhabitud riesig finanzskandal franzos bank milliard steu vorbei geschleusst,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
66,66,1640677863606157317,242843646,FXDQ,2023-03-28 11:30:59+00:00,Paris 9,très joli joli méthod voyous blanc plusieur dizain milliard détournés avis spécialist défiscalisation fraud divid perquisition cour dan grand banqu français,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
67,67,1639338200522018817,4200022337,beaostermann,2023-03-24 18:47:39+00:00,,fallt gibt gross tschakka tschakka bang,"Media(photos=[], videos=[], animated=[])",4,0,2,0.0,Neutral
68,68,1639309835333255171,61999159,Hennyvanosta,2023-03-24 16:54:56+00:00,Made | Drimmelen | Biesbosch,deutsch bank problem komt,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
69,69,1639231859254079492,1210199681986449410,DonFran48573649,2023-03-24 11:45:05+00:00,"GERMANY, Hamburg",schlimm willkomm bankenkris,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fr-4LuIXwAAnBq7.png')], videos=[], animated=[])",0,0,0,-1.0,Negative
70,70,1637743453080813571,19881274,markgardn,2023-03-20 09:10:41+00:00,Sydney,bankrupt bingo,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Frpu_aHaEAAKwo2.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
72,72,1635959419325251585,929041193236860934,JWSXVG,2023-03-15 11:01:34+00:00,,beurs stort check,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
73,73,1635721906614665217,1618012371905028096,TrumpFansBayern,2023-03-14 19:17:47+00:00,"Bavaria, Germany",aktionarsklag beschuldigt fuhrungskraft silicon valley bank betrug,"Media(photos=[], videos=[], animated=[])",0,0,0,-1.0,Negative
74,74,1635183604686020611,1595484377005408257,Amlostinhistory,2023-03-13 07:38:46+00:00,"Köln/Cologne, Germany/D",silicon valley bank dichtgemacht signatur bank dicht gemacht silvergat bank schliesst freiwill gibt sorg finanzkollaps kommt,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.7,Negative
75,75,1635074444204052482,1459874754840649732,libera_low,2023-03-13 00:25:00+00:00,"Saxony, Germany",montag,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
76,76,1634695711903318017,1544419694177685505,SeaKingOptions,2023-03-11 23:20:03+00:00,Mom’s Basement,spac soon sivb sbny,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/Fq-bFY6aUAA6Tnh.jpg')], videos=[], animated=[])",4,1,0,0.0,Neutral
77,77,768713248262815745,594643473,CARTOONISThugo,2016-08-25 07:34:55+00:00,Arnhem-NL / EU,topbank warn spar bankenkris deutschland,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
78,78,759415300156600321,594643473,CARTOONISThugo,2016-07-30 15:48:11+00:00,Arnhem-NL / EU,vernicht zins gefahrdet bank europa,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
79,79,607854091730055168,999029864,PatrickNordhoff,2015-06-08 10:18:03+00:00,"München, Bayern",alt roll fall,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
80,80,607837865075200000,87818409,guardian,2015-06-08 09:13:34+00:00,London,iceland lift capital control help boost economy httptcoakgqrxehh,"Media(photos=[], videos=[], animated=[])",8,13,0,0.0,Neutral
81,81,359269409627447296,594643473,CARTOONISThugo,2013-07-22 11:11:16+00:00,Arnhem-NL / EU,hein flassbeck warn europ peril httptcoitnkswaq english,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
82,82,1654356237033644032,1621073090766684162,andy44629405,2023-05-05 05:23:58+00:00,,problem bringt schwierig migrant sturm grenz enorm krieg dem kurzfrist rett,"Media(photos=[], videos=[], animated=[])",0,0,0,-0.7,Negative
83,83,1647220844442075136,29105288,SandraNavidi,2023-04-15 12:50:27+00:00,"Manhattan, New York",watch neu liv interview york anlass treff potenziell bankenkris schwelt weiterhin,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FtwaoClWYAAsrqt.jpg')], videos=[], animated=[])",14,0,3,0.0,Neutral
84,84,1646416579507134464,1580289451883958282,StaufKo,2023-04-13 07:34:36+00:00,Koblenz,thema interessant vorles ringvorles wern rugem finanzakteur komplett video,"Media(photos=[], videos=[MediaVideo(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1646413754240737286/pu/img/CbQ4H7SxzleCfZDM.jpg', variants=[MediaVideoVariant(contentType='video/mp4', bitrate=832000, url='https://video.twimg.com/ext_tw_video/1646413754240737286/pu/vid/640x360/DR_HYQkZhUfAs4lR.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=256000, url='https://video.twimg.com/ext_tw_video/1646413754240737286/pu/vid/480x270/SlaJ03pJPQ98dEsb.mp4?tag=12'), MediaVideoVariant(contentType='video/mp4', bitrate=2176000, url='https://video.twimg.com/ext_tw_video/1646413754240737286/pu/vid/1280x720/G6vIaGRFLGYXIlH8.mp4?tag=12')], duration=47160, views=None)], animated=[])",0,0,0,1.0,Positive
85,85,1643353029884649472,1173575710277062656,JakobSilbermann,2023-04-04 20:41:09+00:00,Berlin,deutsch postbank scheinbar kurz crash bank vorbereitet postbankapps onlinezugang kreditkart automat seit freitag grossteil kundschaft deaktiviert,"Media(photos=[], videos=[], animated=[])",3,1,0,0.0,Neutral
86,86,1643209710986829825,29105288,SandraNavidi,2023-04-04 11:11:39+00:00,"Manhattan, New York",morgan chef jami sagt vorbei jahr auswirk,"Media(photos=[], videos=[], animated=[])",12,5,2,0.0,Neutral
87,87,1643196226093867010,20402945,CNBC,2023-04-04 10:18:04+00:00,"Englewood Cliffs, NJ",jami dimon says banking crisis over caus repercussion year com,"Media(photos=[], videos=[], animated=[])",99,55,30,0.0,Neutral
88,88,1641808861819437056,988598515071963143,diwoey,2023-03-31 14:25:10+00:00,🌐,spat spannend debatt pascal najadi markus krall benjamin mudlack folgend youtub video treff drei bekannt kopf aufeinand,"Media(photos=[], videos=[], animated=[])",1,0,0,0.7,Positive
89,89,1641734647607328768,1480882379854131200,ChillHateful,2023-03-31 09:30:16+00:00,,geht uber wochen bank flot,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
90,90,1641696559929741312,1624429912412114945,metazocker,2023-03-31 06:58:55+00:00,Germany,taugt zumind werbeflach,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
91,91,1641347740310425601,1487002925830389763,Transkanzler,2023-03-30 07:52:50+00:00,Silicon Valley,herr niemand jahr seit beginn oft zugeg herr niemand leugnet herr niemand sich rent,"Media(photos=[], videos=[], animated=[])",1,1,0,0.0,Neutral
93,93,1641043865049104385,102496536,papavanmaurits,2023-03-29 11:45:21+00:00,Nederland,verborg krimpflati,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FsYosqTX0AQpZyV.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
94,94,1640669216591192064,824548279585275905,janice_ner,2023-03-28 10:56:38+00:00,,macht geld ganz sich bank,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
95,95,1640654521201197058,21283888,Storni,2023-03-28 09:58:14+00:00,Gordola,warum public hearing congressional hearing model nationalratsburo csubernahm einsetz,"Media(photos=[], videos=[], animated=[])",0,0,0,0.0,Neutral
96,96,1640302688851173377,1613695339688493059,ErminaBasinac,2023-03-27 10:40:11+00:00,"Linz, Österreich",denk geld sich,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FsOGmPKXgAIt4ox.jpg')], videos=[], animated=[])",0,0,0,0.0,Neutral
97,97,1640180480380157952,1355499128948748292,ClownNr07,2023-03-27 02:34:34+00:00,Switzerland,rettungspackli neat eisenbahn alpentransversal bau flughaf deutsch freund,"Media(photos=[], videos=[], animated=[])",1,0,0,0.0,Neutral
98,98,1639966511761588224,820698408675606529,_realtm,2023-03-26 12:24:20+00:00,Elysion,neu folg twitterus feat mikroquali endlich them letzt woch konformitat schufa elch weit verfugbar spotify deez googl podcast rssfeed plattform,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FsJU2gVXgAIQoYM.jpg')], videos=[], animated=[])",1,1,0,0.0,Neutral
99,99,1639952788724543488,1064497988,barbaraTschirre,2023-03-26 11:29:48+00:00,Weltenmensch,beitrag,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FsJIXoKWcAIqA4R.jpg')], videos=[], animated=[])",16,0,1,0.0,Neutral
100,100,1639717653907382272,912057888851492864,Mc_Z17,2023-03-25 19:55:27+00:00,,geld sozial anstatt rettung bank verwendet muss schon anfang strass geh gehor verschaff,"Media(photos=[], videos=[], animated=[])",0,0,0,0.7,Positive
101,101,1639352099153534980,29105288,SandraNavidi,2023-03-24 19:42:52+00:00,"Manhattan, New York",quell erwahnt studi monetary tightening bank fragility marktomarket loss uninsured depositor run,"Media(photos=[], videos=[], animated=[])",2,0,0,0.0,Neutral
102,102,1639322774052192257,1457441572778389509,Vwadi007,2023-03-24 17:46:21+00:00,"Baden-Württemberg, Deutschland",schatz muss sachwert investi frau stund spat outfit bestellt,"Media(photos=[], videos=[], animated=[])",90,8,13,0.0,Neutral
103,103,1639312079449382912,29105288,SandraNavidi,2023-03-24 17:03:51+00:00,"Manhattan, New York",watch neu interview liv usbank sitz billion unrealisiert verlust,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FsABjgkXwBMyY_c.jpg')], videos=[], animated=[])",19,4,3,0.0,Neutral
104,104,1637477790583799808,29105288,SandraNavidi,2023-03-19 15:35:02+00:00,"Manhattan, New York",neu studi halft kund versichert einlag abzieh konnt bank zusammenbrech weiss haus warr buffett hinzugezog,"Media(photos=[], videos=[], animated=[])",32,2,3,0.0,Neutral
105,105,1637144695691264006,29105288,SandraNavidi,2023-03-18 17:31:26+00:00,"Manhattan, New York",verpasst neu liv interview liv potenziell crash panik grosst gefahr,"Media(photos=[MediaPhoto(url='https://pbs.twimg.com/media/FrhOARJWYAMFlbT.jpg')], videos=[], animated=[])",18,1,2,0.0,Neutral
